,sex,age,Medu,Fedu,traveltime,studytime,freetime,goout,G1,G2,G3,letter_grade
604,0.0,18.0,1,1.0,3.0,2.0,4.0,2.0,9.0,10.0,10.0,C
605,0.0,18.5,1,1.0,2.0,1.0,5.0,5.0,5.0,3.700000000000001,3.1000000000000005,D
606,0.0,17.0,4,2.0,2.0,3.5,2.0,3.0,18.0,18.0,18.0,A
607,0.0,17.0,2,1.0,2.0,2.0,3.0,3.0,11.0,11.0,12.0,B
608,0.0,18.0,1,1.0,1.0,2.0,2.0,3.0,8.0,10.0,11.0,B
609,0.0,18.0,1,2.0,2.0,2.0,1.5,1.0,11.0,11.0,12.0,B
610,0.0,18.5,1,1.0,2.0,2.0,5.0,4.0,8.0,3.700000000000001,3.1000000000000005,D
611,0.0,18.0,2,2.0,2.0,3.0,2.0,1.0,14.0,14.0,15.0,B
612,1.0,17.0,4,3.0,2.0,2.0,5.0,5.0,10.0,11.0,11.0,B
613,0.0,18.0,3,3.0,1.0,2.0,3.0,4.0,10.0,10.0,10.0,C
614,0.0,17.0,4,4.0,2.0,2.0,3.0,3.0,12.0,12.0,12.0,B
615,0.0,17.0,3,2.0,2.0,2.0,2.0,3.0,15.0,14.0,15.0,B
616,1.0,18.0,1,1.0,2.0,1.0,3.0,2.0,14.0,13.0,14.0,B
617,0.0,18.0,1,1.0,2.0,3.0,3.0,2.0,19.0,17.0,18.0,A
618,0.0,18.0,1,2.0,3.0,2.0,3.0,4.0,16.0,15.0,15.0,B
619,0.0,18.0,3,3.0,2.0,2.0,3.0,2.0,13.0,12.0,13.0,B
620,0.0,17.0,4,4.0,1.0,2.0,3.0,4.0,15.0,14.0,15.0,B
621,0.0,17.0,1,2.0,2.0,2.0,2.0,2.0,13.0,13.0,13.0,B
622,1.0,18.0,1,3.0,2.0,2.0,3.0,4.0,8.0,10.0,9.0,C
623,1.0,18.0,4,4.0,2.0,3.0,2.0,2.0,15.0,16.0,16.0,A
624,0.0,17.0,1,1.0,3.0,1.0,2.0,1.0,8.0,8.0,9.0,C
625,0.0,18.0,2,3.0,2.0,1.0,2.0,3.0,10.0,10.0,10.0,C
626,0.0,18.0,4,4.0,3.0,2.0,2.0,2.0,7.0,5.0,3.1000000000000005,D
627,1.0,18.0,1,2.0,3.0,1.0,3.0,3.0,9.0,10.0,10.0,C
628,0.0,17.0,2,2.0,1.0,3.0,4.0,3.0,10.0,11.0,12.0,B
629,0.0,17.0,1,2.0,1.0,1.0,5.0,5.0,7.0,8.0,9.0,C
630,0.0,18.0,4,4.0,2.0,3.0,4.0,4.0,15.0,17.0,17.0,A
631,0.0,18.0,1,1.0,3.5,3.0,3.0,2.0,10.0,11.0,12.0,B
632,0.0,18.5,1,1.0,2.0,2.0,3.0,3.0,7.0,8.0,9.0,C
633,0.0,18.0,4,4.0,1.0,2.0,4.0,3.0,13.0,14.0,14.0,B
634,0.0,18.0,3,3.0,1.0,2.0,1.5,3.0,16.0,16.0,16.0,A
635,0.0,17.0,3,1.0,1.0,2.0,5.0,4.0,8.0,9.0,9.0,C
636,1.0,18.0,4,4.0,1.0,2.0,2.0,4.0,17.0,18.0,19.0,A
637,1.0,18.0,2,1.0,2.0,1.0,4.0,3.0,7.0,7.0,3.1000000000000005,D
638,1.0,17.0,2,3.0,2.0,2.0,4.0,3.0,14.0,15.0,16.0,A
639,1.0,18.5,1,1.0,2.0,1.0,3.0,2.0,5.0,8.0,3.1000000000000005,D
640,1.0,18.0,4,2.0,2.0,1.0,4.0,3.0,7.0,7.0,3.1000000000000005,D
641,0.0,18.0,2,2.0,2.0,3.0,3.0,3.0,14.0,17.0,15.0,B
642,0.0,17.0,4,3.0,2.0,2.0,5.0,4.0,6.0,9.0,11.0,B
643,0.0,18.0,4,4.0,3.0,1.0,4.0,3.0,7.0,9.0,10.0,C
644,0.0,18.5,2,3.0,1.0,3.0,4.0,2.0,10.0,11.0,10.0,C
645,0.0,18.0,3,1.0,1.0,2.0,3.0,4.0,15.0,15.0,16.0,A
646,0.0,18.0,1,1.0,2.0,2.0,1.5,1.0,11.0,12.0,9.0,C
647,1.0,17.0,3,1.0,2.0,1.0,4.0,5.0,10.0,10.0,10.0,C
648,1.0,18.0,3,2.0,3.0,1.0,4.0,1.0,10.0,11.0,11.0,B
0,0.0,18.0,4,4.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0,C
1,0.0,17.0,1,1.0,1.0,2.0,3.0,3.0,5.0,5.0,6.0,C
2,0.0,15.0,1,1.0,1.0,2.0,3.0,2.0,7.0,8.0,10.0,B
3,0.0,15.0,4,2.0,1.0,3.0,2.0,2.0,15.0,14.0,15.0,A
4,0.0,16.0,3,3.0,1.0,2.0,3.0,2.0,6.0,10.0,10.0,B
5,1.0,16.0,4,3.0,1.0,2.0,4.0,2.0,15.0,15.0,15.0,A
6,1.0,16.0,2,2.0,1.0,2.0,4.0,4.0,12.0,12.0,11.0,B
7,0.0,17.0,4,4.0,2.0,2.0,1.5,4.0,6.0,5.0,6.0,C
8,1.0,15.0,3,2.0,1.0,2.0,2.0,2.0,16.0,18.0,19.0,A
9,1.0,15.0,3,4.0,1.0,2.0,5.0,1.0,14.0,15.0,15.0,A
10,0.0,15.0,4,4.0,1.0,2.0,3.0,3.0,10.0,8.0,9.0,C
11,0.0,15.0,2,1.0,3.0,3.0,2.0,2.0,10.0,12.0,12.0,B
12,1.0,15.0,4,4.0,1.0,1.0,3.0,3.0,14.0,14.0,14.0,B
13,1.0,15.0,4,3.0,2.0,2.0,4.0,3.0,10.0,10.0,11.0,B
14,1.0,15.0,2,2.0,1.0,3.0,5.0,2.0,14.0,16.0,16.0,A
15,0.0,16.0,4,4.0,1.0,1.0,4.0,4.0,14.0,14.0,14.0,B
16,0.0,16.0,4,4.0,1.0,3.0,2.0,3.0,13.0,14.0,14.0,B
17,0.0,16.0,3,3.0,3.0,2.0,3.0,2.0,8.0,10.0,10.0,B
18,1.0,17.0,3,2.0,1.0,1.0,5.0,5.0,6.0,5.0,5.0,C
19,1.0,16.0,4,3.0,1.0,1.0,1.5,3.0,8.0,10.0,10.0,B
20,1.0,15.0,4,3.0,1.0,2.0,4.0,1.0,13.0,14.0,15.0,A
21,1.0,15.0,4,4.0,1.0,1.0,4.0,2.0,12.0,15.0,15.0,A
22,1.0,16.0,4,2.0,1.0,2.0,5.0,1.0,15.0,15.0,16.0,A
23,1.0,16.0,2,2.0,2.0,2.0,4.0,4.0,13.0,13.0,12.0,B
24,0.0,15.0,2,4.0,1.0,3.0,3.0,2.0,10.0,9.0,8.0,C
25,0.0,16.0,2,2.0,1.0,1.0,2.0,2.0,6.0,9.0,8.0,C
26,1.0,15.0,2,2.0,1.0,1.0,2.0,2.0,12.0,12.0,11.0,B
27,1.0,15.0,4,2.0,1.0,1.0,2.0,4.0,15.0,16.0,15.0,A
28,1.0,16.0,3,4.0,1.0,2.0,3.0,3.0,11.0,11.0,11.0,B
29,1.0,16.0,4,4.0,1.0,2.0,4.0,5.0,10.0,12.0,11.0,B
30,1.0,15.0,4,4.0,1.0,2.0,4.0,2.0,9.0,11.0,12.0,B
31,1.0,15.0,4,4.0,2.0,2.0,3.0,1.0,17.0,16.0,17.0,A
32,1.0,15.0,4,3.0,1.0,2.0,5.0,2.0,17.0,16.0,16.0,A
33,1.0,15.0,3,3.0,1.0,2.0,3.0,2.0,8.0,10.0,12.0,B
34,1.0,16.0,3,2.0,1.0,1.0,4.0,3.0,12.0,14.0,15.0,A
35,0.0,15.0,2,3.0,2.0,1.0,5.0,1.0,8.0,7.0,6.0,C
36,1.0,15.0,4,3.0,1.0,3.0,4.0,3.0,15.0,16.0,18.0,A
37,1.0,16.0,4,4.0,2.0,3.0,4.0,3.0,15.0,16.0,15.0,A
38,0.0,15.0,3,4.0,1.0,3.0,3.0,2.0,12.0,12.0,11.0,B
39,0.0,15.0,2,2.0,1.0,1.0,3.0,1.0,14.0,13.0,13.0,B
40,0.0,16.0,2,2.0,2.0,2.0,3.0,3.0,7.0,10.0,11.0,B
41,1.0,15.0,4,4.0,1.0,1.0,4.0,3.0,12.0,12.0,12.0,B
42,1.0,15.0,4,4.0,1.0,2.0,3.0,3.0,19.0,18.0,18.0,A
43,1.0,15.0,2,2.0,1.0,1.0,4.0,1.0,8.0,8.0,11.0,B
44,0.0,16.0,2,2.0,2.0,2.0,3.0,3.0,10.0,10.0,9.0,C
45,0.0,15.0,4,3.0,1.0,2.0,2.0,2.0,8.0,8.0,6.0,C
46,0.0,16.0,3,3.0,1.0,2.0,3.0,5.0,11.0,12.0,11.0,B
47,1.0,16.0,4,3.0,1.0,3.5,2.0,2.0,19.0,19.0,20.0,A
48,1.0,15.0,4,2.0,1.0,2.0,3.0,3.0,15.0,15.0,14.0,B
49,0.0,15.0,4,4.0,1.0,2.0,4.0,4.0,7.0,7.0,7.0,C
50,0.0,16.0,2,2.0,3.0,2.0,3.0,3.0,12.0,13.0,13.0,B
51,0.0,15.0,4,2.0,1.0,2.0,3.0,3.0,11.0,13.0,13.0,B
52,1.0,15.0,4,2.0,2.0,1.0,5.0,5.0,11.0,11.0,10.0,B
53,0.0,15.0,4,4.0,1.0,1.0,3.0,4.0,8.0,10.0,11.0,B
54,0.0,15.0,3,3.0,1.0,1.0,3.0,4.0,10.0,13.0,13.0,B
55,0.0,16.0,2,1.0,1.0,2.0,3.0,4.0,8.0,9.0,10.0,B
56,0.0,15.0,4,3.0,1.0,2.0,3.0,2.0,14.0,15.0,15.0,A
57,1.0,15.0,4,4.0,1.0,2.0,2.0,2.0,14.0,15.0,15.0,A
58,1.0,15.0,1,2.0,1.0,2.0,3.0,2.0,9.0,10.0,9.0,C
59,0.0,16.0,4,2.0,1.0,2.0,2.0,3.0,15.0,16.0,16.0,A
60,0.0,16.0,4,4.0,1.0,2.0,4.0,4.0,10.0,11.0,11.0,B
61,0.0,16.0,1,1.0,3.5,1.0,5.0,5.0,10.0,8.0,11.0,B
62,0.0,16.0,1,2.0,1.0,2.0,4.0,3.0,8.0,10.0,9.0,C
63,0.0,16.0,4,3.0,1.0,3.0,4.0,4.0,10.0,9.0,9.0,C
64,0.0,15.0,4,3.0,1.0,2.0,4.0,4.0,10.0,10.0,10.0,B
65,0.0,16.0,4,3.0,3.0,2.0,4.0,3.0,16.0,15.0,15.0,A
66,1.0,15.0,4,4.0,1.0,3.5,3.0,3.0,13.0,13.0,12.0,B
67,0.0,16.0,3,1.0,1.0,3.5,3.0,3.0,7.0,7.0,6.0,C
68,0.0,15.0,2,2.0,2.0,2.0,1.5,3.0,8.0,9.0,8.0,C
69,0.0,15.0,3,1.0,2.0,3.5,4.0,2.0,16.0,16.0,16.0,A
70,1.0,16.0,3,1.0,2.0,3.5,3.0,2.0,13.0,15.0,15.0,A
71,1.0,15.0,4,2.0,1.0,3.5,3.0,3.0,10.0,10.0,10.0,B
72,0.0,15.0,1,1.0,1.0,2.0,3.0,4.0,8.0,6.0,5.0,C
73,1.0,16.0,3,1.0,1.0,1.0,3.0,2.0,12.0,12.0,14.0,B
74,0.0,16.0,3,3.0,1.0,2.0,3.0,3.0,11.0,12.0,11.0,B
75,1.0,15.0,4,3.0,1.0,2.0,3.0,3.0,9.0,9.0,10.0,B
76,1.0,15.0,4,0.5,2.0,3.5,4.0,3.0,11.0,11.0,10.0,B
77,0.0,16.0,2,2.0,1.0,3.5,2.0,3.0,11.0,11.0,11.0,B
78,1.0,17.0,2,1.0,2.0,1.0,5.0,1.0,8.0,8.0,10.0,B
79,0.0,16.0,3,4.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,C
80,1.0,15.0,2,3.0,1.0,1.0,2.0,2.0,10.0,12.0,12.0,B
81,1.0,15.0,2,3.0,1.0,3.0,3.0,2.0,11.0,10.0,11.0,B
82,0.0,15.0,3,2.0,1.0,2.0,4.0,4.0,7.0,6.0,6.0,C
83,1.0,15.0,2,2.0,2.0,2.0,3.0,3.0,15.0,15.0,15.0,A
84,0.0,15.0,1,1.0,1.0,2.0,3.0,2.0,9.0,10.0,10.0,B
85,0.0,15.0,4,4.0,2.0,2.0,4.0,4.0,7.0,9.0,8.0,C
86,0.0,16.0,2,2.0,1.0,2.0,3.0,4.0,8.0,7.0,6.0,C
87,0.0,15.0,4,2.0,1.0,3.0,3.0,3.0,13.0,14.0,14.0,B
88,1.0,16.0,2,2.0,2.0,2.0,4.0,2.0,11.0,10.0,10.0,B
89,1.0,16.0,4,4.0,1.0,2.0,1.5,3.0,8.0,6.0,7.0,C
90,0.0,16.0,3,3.0,1.0,3.0,3.0,3.0,7.0,7.0,8.0,C
91,0.0,15.0,4,3.0,1.0,1.0,5.0,5.0,16.0,17.0,18.0,A
92,0.0,16.0,3,1.0,1.0,2.0,3.0,3.0,7.0,6.0,6.0,C
93,0.0,16.0,4,2.0,2.0,2.0,3.0,3.0,11.0,10.0,10.0,B
94,1.0,15.0,2,2.0,1.0,3.5,3.0,4.0,11.0,13.0,14.0,B
95,0.0,15.0,1,1.0,2.0,3.5,1.5,2.0,7.0,10.0,10.0,B
96,1.0,16.0,4,3.0,2.0,1.0,3.0,3.0,11.0,15.0,15.0,A
97,0.0,16.0,2,1.0,1.0,2.0,3.0,5.0,8.0,9.0,10.0,B
98,0.0,16.0,4,4.0,1.0,1.0,3.0,4.0,11.0,14.0,14.0,B
99,0.0,16.0,4,3.0,1.0,3.0,3.0,5.0,7.0,9.0,8.0,C
100,1.0,16.0,4,4.0,1.0,1.0,5.0,5.0,7.0,7.0,5.0,C
101,1.0,16.0,4,4.0,1.0,3.0,4.0,3.0,16.0,17.0,17.0,A
102,1.0,15.0,4,4.0,1.0,1.0,3.0,3.0,10.0,13.0,14.0,B
103,0.0,15.0,3,2.0,2.0,2.0,3.0,5.0,7.0,6.0,6.0,C
104,1.0,15.0,3,4.0,1.0,2.0,4.0,4.0,16.0,18.0,18.0,A
105,0.0,15.0,3,3.0,1.0,3.5,3.0,3.0,10.0,11.0,11.0,B
106,0.0,15.0,2,2.0,1.0,3.5,1.5,2.0,7.0,8.0,8.0,C
107,1.0,16.0,3,3.0,1.0,3.0,3.0,3.0,16.0,18.0,18.0,A
108,1.0,15.0,4,4.0,3.5,3.5,3.0,5.0,10.0,13.0,13.0,B
109,0.0,16.0,4,4.0,1.0,3.0,4.0,5.0,14.0,15.0,16.0,A
110,1.0,15.0,4,4.0,1.0,1.0,5.0,3.0,18.0,19.0,19.0,A
111,0.0,16.0,3,3.0,1.0,3.0,1.5,2.0,7.0,10.0,10.0,B
112,0.0,16.0,2,2.0,1.0,2.0,1.5,2.0,10.0,13.0,13.0,B
113,1.0,15.0,4,2.0,1.0,1.0,5.0,2.0,18.0,19.0,19.0,A
114,1.0,15.0,2,1.0,1.0,2.0,4.0,2.0,9.0,9.0,9.0,C
115,1.0,16.0,4,4.0,1.0,2.0,4.0,4.0,15.0,15.0,16.0,A
116,1.0,15.0,4,4.0,2.0,2.0,4.0,3.0,11.0,13.0,14.0,B
117,1.0,16.0,3,3.0,2.0,1.0,4.0,2.0,13.0,14.0,13.0,B
118,1.0,17.0,1,3.0,3.0,2.0,2.0,4.0,9.0,7.0,8.0,C
119,1.0,15.0,3,4.0,1.0,1.0,4.0,3.0,14.0,13.0,13.0,B
120,0.0,15.0,1,2.0,1.0,2.0,2.0,3.0,16.0,15.0,15.0,A
121,1.0,15.0,2,2.0,1.0,3.5,5.0,4.0,16.0,14.0,15.0,A
122,0.0,16.0,2,4.0,2.0,2.0,2.0,2.0,13.0,13.0,13.0,B
123,1.0,16.0,4,4.0,1.0,1.0,4.0,4.0,14.0,11.0,13.0,B
124,0.0,16.0,2,2.0,1.0,2.0,4.0,4.0,8.0,7.0,8.0,C
125,1.0,15.0,3,4.0,1.0,1.0,5.0,5.0,13.0,13.0,12.0,B
126,0.0,15.0,3,4.0,1.0,2.0,3.0,2.0,7.0,10.0,11.0,B
127,0.0,18.5,0,1.0,1.0,2.0,4.0,2.0,7.0,8.0,9.0,C
128,1.0,18.0,2,2.0,1.0,1.0,3.0,3.0,7.0,4.0,3.1000000000000005,D
129,1.0,16.0,4,4.0,1.0,1.0,5.0,5.0,18.0,18.0,18.0,A
130,0.0,15.0,3,4.0,2.0,3.0,2.0,2.0,12.0,3.700000000000001,3.1000000000000005,D
131,0.0,15.0,1,1.0,3.0,1.0,3.0,3.0,8.0,3.700000000000001,3.1000000000000005,D
132,0.0,17.0,2,2.0,1.0,1.0,4.0,4.0,10.0,13.0,12.0,B
133,0.0,16.0,3,4.0,1.0,1.0,2.0,1.0,12.0,11.0,11.0,B
134,1.0,15.0,3,4.0,3.5,2.0,3.0,3.0,9.0,3.700000000000001,3.1000000000000005,D
135,0.0,15.0,4,4.0,1.0,3.0,3.0,3.0,11.0,3.700000000000001,3.1000000000000005,D
136,1.0,17.0,3,4.0,3.0,2.0,4.0,5.0,10.0,3.700000000000001,3.1000000000000005,D
137,0.0,16.0,3,3.0,2.0,1.0,3.0,2.0,4.0,3.700000000000001,3.1000000000000005,D
138,1.0,16.0,1,1.0,1.0,2.0,4.0,4.0,14.0,12.0,12.0,B
139,0.0,15.0,4,4.0,2.0,1.0,3.0,2.0,16.0,16.0,15.0,A
140,1.0,15.0,4,3.0,2.0,3.5,2.0,2.0,7.0,9.0,3.1000000000000005,D
141,1.0,16.0,2,2.0,2.0,1.0,3.0,3.0,9.0,9.0,9.0,C
142,0.0,15.0,4,4.0,1.0,3.0,2.0,2.0,9.0,11.0,11.0,B
143,0.0,16.0,1,1.0,1.0,1.0,4.0,4.0,14.0,14.0,13.0,B
144,1.0,17.0,2,1.0,1.0,1.0,4.0,5.0,5.0,3.700000000000001,3.1000000000000005,D
145,0.0,15.0,1,1.0,1.0,2.0,4.0,2.0,8.0,11.0,11.0,B
146,0.0,15.0,3,2.0,1.0,2.0,3.0,2.0,6.0,7.0,3.1000000000000005,D
147,0.0,15.0,1,2.0,1.0,2.0,3.0,2.0,10.0,11.0,11.0,B
148,1.0,16.0,4,4.0,1.0,1.0,3.0,2.0,7.0,6.0,3.1000000000000005,D
149,1.0,15.0,2,1.0,3.5,1.0,5.0,5.0,8.0,9.0,10.0,B
150,1.0,18.0,1,1.0,1.0,1.0,3.0,5.0,6.0,5.0,3.1000000000000005,D
151,1.0,16.0,2,1.0,1.0,1.0,4.0,4.0,12.0,13.0,14.0,B
152,0.0,15.0,3,3.0,2.0,3.0,2.0,1.0,10.0,10.0,10.0,B
153,1.0,18.5,3,2.0,1.0,1.0,5.0,4.0,5.0,3.700000000000001,3.1000000000000005,D
154,0.0,17.0,4,4.0,1.0,1.0,2.0,1.0,11.0,11.0,12.0,B
155,1.0,15.0,2,3.0,1.0,2.0,4.0,4.0,11.0,8.0,8.0,C
156,1.0,17.0,1,2.0,1.0,1.0,2.0,2.0,16.0,12.0,13.0,B
157,0.0,18.0,1,1.0,3.0,1.0,2.0,5.0,9.0,8.0,10.0,B
158,1.0,16.0,2,2.0,3.0,1.0,2.0,2.0,17.0,15.0,15.0,A
159,1.0,16.0,3,3.0,1.0,2.0,5.0,5.0,10.0,12.0,12.0,B
160,1.0,17.0,2,1.0,2.0,1.0,3.0,2.0,7.0,6.0,3.1000000000000005,D
161,1.0,15.0,3,2.0,2.0,2.0,4.0,4.0,5.0,9.0,7.0,C
162,1.0,16.0,1,2.0,2.0,1.0,4.0,4.0,7.0,3.700000000000001,3.1000000000000005,D
163,1.0,17.0,1,3.0,1.0,1.0,3.0,3.0,10.0,10.0,10.0,B
164,1.0,17.0,1,1.0,3.5,2.0,3.0,5.0,5.0,8.0,7.0,C
165,1.0,16.0,3,2.0,2.0,1.0,5.0,2.0,12.0,11.0,12.0,B
166,1.0,16.0,2,2.0,1.0,2.0,3.0,5.0,10.0,10.0,10.0,B
167,0.0,16.0,4,2.0,1.0,2.0,2.0,3.0,14.0,15.0,16.0,A
168,0.0,16.0,2,2.0,1.0,2.0,1.5,5.0,6.0,7.0,3.1000000000000005,D
169,0.0,16.0,4,4.0,1.0,2.0,4.0,2.0,14.0,14.0,14.0,B
170,1.0,16.0,3,4.0,3.0,1.0,4.0,5.0,6.0,5.0,3.1000000000000005,D
171,1.0,16.0,1,0.5,2.0,2.0,3.0,2.0,13.0,15.0,16.0,A
172,1.0,17.0,4,4.0,1.0,2.0,4.0,4.0,13.0,11.0,10.0,B
173,0.0,16.0,1,3.0,1.0,2.0,3.0,5.0,8.0,7.0,3.1000000000000005,D
174,0.0,16.0,3,3.0,2.0,2.0,4.0,5.0,10.0,11.0,9.0,C
175,1.0,17.0,4,3.0,2.0,2.0,4.0,4.0,10.0,9.0,9.0,C
176,0.0,16.0,2,2.0,2.0,2.0,4.0,4.0,13.0,13.0,11.0,B
177,1.0,17.0,3,3.0,1.0,2.0,3.0,4.0,6.0,5.0,6.0,C
178,1.0,16.0,4,2.0,1.0,1.0,3.0,3.0,10.0,8.0,9.0,C
179,1.0,17.0,4,3.0,1.0,2.0,2.0,3.0,10.0,10.0,11.0,B
180,1.0,16.0,4,3.0,1.0,2.0,4.0,3.0,9.0,8.0,8.0,C
181,1.0,16.0,3,3.0,1.0,2.0,2.0,3.0,12.0,13.0,12.0,B
182,0.0,17.0,2,4.0,1.0,2.0,4.0,2.0,16.0,17.0,17.0,A
183,0.0,17.0,3,3.0,1.0,2.0,3.0,3.0,9.0,9.0,8.0,C
184,0.0,16.0,3,2.0,1.0,2.0,2.0,2.0,12.0,13.0,12.0,B
185,1.0,17.0,3,3.0,1.0,2.0,3.0,4.0,12.0,12.0,11.0,B
186,1.0,16.0,1,2.0,1.0,1.0,3.0,3.0,11.0,12.0,11.0,B
187,1.0,16.0,2,1.0,1.0,2.0,2.0,3.0,15.0,15.0,15.0,A
188,0.0,17.0,3,3.0,1.0,2.0,3.0,3.0,8.0,7.0,9.0,C
189,1.0,17.0,1,2.0,1.0,2.0,1.5,3.0,8.0,9.0,10.0,B
190,0.0,16.0,2,3.0,1.0,2.0,3.0,3.0,11.0,12.0,13.0,B
191,0.0,17.0,1,1.0,1.0,2.0,3.0,3.0,8.0,8.0,9.0,C
192,1.0,17.0,1,2.0,2.0,2.0,4.0,4.0,7.0,8.0,8.0,C
193,1.0,16.0,3,3.0,1.0,1.0,3.0,2.0,8.0,9.0,10.0,B
194,1.0,16.0,2,3.0,2.0,1.0,3.0,3.0,13.0,14.0,14.0,B
195,0.0,17.0,2,4.0,1.0,2.0,3.0,2.0,14.0,15.0,15.0,A
196,1.0,17.0,4,4.0,1.0,1.0,2.0,3.0,17.0,15.0,16.0,A
197,1.0,16.0,3,3.0,3.0,1.0,3.0,4.0,9.0,9.0,10.0,B
198,0.0,17.0,4,4.0,2.0,1.0,2.0,4.0,18.0,18.0,18.0,A
199,0.0,16.0,4,4.0,1.0,2.0,5.0,2.0,9.0,9.0,10.0,B
200,0.0,16.0,4,3.0,1.0,2.0,3.0,5.0,16.0,16.0,16.0,A
201,0.0,16.0,2,3.0,1.0,2.0,4.0,3.0,8.0,10.0,10.0,B
202,0.0,17.0,1,1.0,1.0,2.0,4.0,4.0,9.0,9.0,10.0,B
203,0.0,17.0,2,2.0,1.0,1.0,3.0,2.0,7.0,6.0,6.0,C
204,0.0,16.0,2,2.0,2.0,3.5,3.0,5.0,10.0,10.0,11.0,B
205,0.0,17.0,3,4.0,1.0,3.0,4.0,3.0,10.0,9.0,9.0,C
206,0.0,16.0,3,1.0,1.0,2.0,3.0,3.0,7.0,7.0,7.0,C
207,0.0,16.0,4,3.0,1.0,2.0,3.0,2.0,11.0,12.0,13.0,B
208,0.0,16.0,1,1.0,2.0,1.0,3.0,2.0,9.0,9.0,10.0,B
209,0.0,17.0,4,3.0,2.0,3.0,4.0,2.0,7.0,7.0,7.0,C
210,0.0,18.5,3,3.0,1.0,3.5,3.0,3.0,8.0,8.0,8.0,C
211,1.0,17.0,4,4.0,1.0,2.0,3.0,5.0,12.0,12.0,13.0,B
212,0.0,16.0,2,2.0,1.0,2.0,3.0,4.0,12.0,13.0,14.0,B
213,1.0,18.0,2,2.0,1.0,2.0,4.0,4.0,6.0,7.0,8.0,C
214,0.0,17.0,4,4.0,1.0,1.0,2.0,1.0,8.0,10.0,10.0,B
215,0.0,17.0,3,2.0,2.0,2.0,4.0,4.0,14.0,15.0,15.0,A
216,0.0,17.0,4,3.0,1.0,2.0,4.0,5.0,6.0,6.0,4.0,D
217,1.0,18.0,3,3.0,1.0,2.0,2.0,4.0,6.0,6.0,8.0,C
218,0.0,17.0,2,3.0,2.0,1.0,3.0,3.0,7.0,7.0,8.0,C
219,0.0,17.0,2,2.0,1.0,3.0,3.0,3.0,9.0,10.0,10.0,B
220,0.0,17.0,2,1.0,2.0,2.0,2.0,5.0,6.0,6.0,6.0,C
221,0.0,17.0,1,1.0,1.0,3.0,3.0,4.0,6.0,5.0,3.1000000000000005,D
222,0.0,16.0,2,3.0,1.0,2.0,3.0,1.0,16.0,16.0,17.0,A
223,1.0,18.0,2,2.0,2.0,2.0,3.0,3.0,12.0,13.0,13.0,B
224,0.0,16.0,4,4.0,1.0,3.0,3.0,2.0,13.0,13.0,14.0,B
225,0.0,18.0,3,1.0,1.0,2.0,3.0,3.0,9.0,8.0,7.0,C
226,0.0,17.0,3,2.0,1.0,2.0,3.0,4.0,16.0,15.0,15.0,A
227,1.0,17.0,2,3.0,1.0,2.0,3.0,3.0,12.0,11.0,12.0,B
228,1.0,18.0,2,1.0,3.5,2.0,3.0,2.0,10.0,8.0,9.0,C
229,0.0,17.0,2,1.0,2.0,3.0,2.0,3.0,12.0,10.0,12.0,B
230,0.0,17.0,4,3.0,1.0,2.0,2.0,3.0,13.0,13.0,14.0,B
231,1.0,17.0,2,2.0,2.0,2.0,5.0,2.0,11.0,11.0,11.0,B
232,1.0,17.0,4,4.0,1.0,2.0,5.0,5.0,11.0,9.0,9.0,C
233,1.0,16.0,4,4.0,1.0,2.0,2.0,4.0,14.0,13.0,13.0,B
234,1.0,16.0,1,1.0,2.0,2.0,4.0,2.0,9.0,7.0,6.0,C
235,1.0,16.0,3,2.0,2.0,3.0,3.0,3.0,11.0,9.0,10.0,B
236,1.0,17.0,2,2.0,1.0,2.0,4.0,2.0,14.0,13.0,13.0,B
237,0.0,16.0,2,1.0,1.0,1.0,5.0,2.0,13.0,12.0,12.0,B
238,0.0,17.0,2,1.0,3.0,2.0,1.5,1.0,13.0,11.0,11.0,B
239,1.0,18.0,2,2.0,1.0,2.0,5.0,4.0,7.0,7.0,3.1000000000000005,D
240,1.0,17.0,4,3.0,2.0,2.0,5.0,5.0,12.0,12.0,12.0,B
241,1.0,17.0,4,4.0,2.0,2.0,3.0,3.0,10.0,11.0,12.0,B
242,1.0,16.0,4,3.0,1.0,1.0,4.0,5.0,6.0,3.700000000000001,3.1000000000000005,D
243,1.0,16.0,4,4.0,1.0,1.0,3.0,2.0,13.0,12.0,12.0,B
244,0.0,18.0,2,1.0,2.0,3.0,4.0,4.0,7.0,3.700000000000001,3.1000000000000005,D
245,1.0,16.0,2,1.0,3.0,1.0,3.0,3.0,18.0,18.0,18.0,A
246,1.0,17.0,2,3.0,2.0,1.0,2.0,2.0,12.0,12.0,13.0,B
247,1.0,18.5,3,1.0,1.0,1.0,4.0,5.0,6.0,8.0,8.0,C
248,1.0,18.0,3,3.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,C
249,1.0,16.0,0,2.0,1.0,1.0,3.0,2.0,13.0,15.0,15.0,A
250,1.0,18.0,3,2.0,2.0,1.0,4.0,5.0,6.0,8.0,8.0,C
251,1.0,16.0,3,3.0,3.0,2.0,3.0,3.0,7.0,10.0,10.0,B
252,1.0,18.0,2,1.0,1.0,1.0,2.0,5.0,6.0,9.0,8.0,C
253,1.0,16.0,2,1.0,2.0,1.0,3.0,2.0,8.0,9.0,8.0,C
